20.43; 2.76
21.47; 3.02
22.57; 3.25
23.72; 3.50
24.93; 3.71
26.20; 3.88
27.54; 4.02
28.95; 4.06
30.43; 4.05
31.98; 3.91
33.61; 3.64
35.33; 3.47
37.13; 3.79
39.03; 3.79
41.02; 3.52
43.02; 3.81
44.91; 4.51
46.99; 4.87
49.17; 4.46
50.87; 3.78
52.27; 3.09
53.71; 2.38
55.31; 1.70
57.61; 0.97
60.56; 0.74
62.93; 1.40
64.52; 2.14
66.00; 2.81
67.81; 3.51
70.00; 4.17
72.42; 4.80
75.43; 5.46
79.10; 6.02
83.14; 6.38
87.39; 6.53
91.85; 6.63
96.54; 6.78
101.47; 6.87
106.65; 6.89
112.10; 6.86
117.82; 6.78
123.84; 6.64
130.16; 6.44
136.81; 6.16
143.80; 5.78
151.14; 5.46
158.86; 5.20
166.97; 4.78
175.50; 4.27
184.46; 3.67
193.44; 2.97
201.95; 2.28
209.87; 1.63
217.61; 0.96
225.13; 0.30
232.38; -0.36
239.86; -1.03
247.03; -1.69
253.83; -2.33
260.82; -3.02
268.00; -3.75
275.38; -4.48
283.61; -5.23
295.41; -5.80
307.69; -5.40
316.88; -4.68
329.32; -4.08
346.13; -3.96
363.81; -3.92
382.39; -3.64
401.92; -3.14
422.44; -2.60
444.02; -2.04
466.69; -1.47
490.53; -0.91
515.58; -0.36
541.91; 0.13
569.58; 0.58
598.67; 0.97
629.24; 1.27
661.38; 1.52
695.15; 1.73
730.65; 1.91
767.96; 2.08
807.18; 2.27
848.40; 2.46
891.73; 2.68
937.27; 2.91
985.14; 3.13
1035.45; 3.33
1088.32; 3.42
1143.90; 3.42
1202.32; 3.75
1263.72; 4.09
1328.26; 4.27
1396.09; 4.38
1467.39; 4.49
1542.32; 4.62
1621.09; 5.05
1692.34; 5.73
1750.80; 6.39
1807.18; 7.03
1873.84; 7.71
1960.64; 8.35
2060.76; 8.78
2166.00; 9.05
2276.62; 9.38
2392.88; 9.78
2515.08; 10.16
2643.52; 10.44
2778.52; 10.52
2920.42; 10.64
3069.56; 10.66
3226.32; 10.54
3391.08; 10.43
3564.26; 10.45
3720.92; 10.94
3840.75; 11.64
3937.60; 12.36
4027.76; 13.05
4138.68; 13.78
4310.82; 14.12
4469.84; 13.57
4572.19; 12.86
4666.31; 12.12
4751.59; 11.45
4838.44; 10.72
4926.87; 9.99
5014.64; 9.20
5108.61; 8.53
5201.97; 7.86
5309.06; 7.16
5442.93; 6.46
5656.50; 5.81
5945.37; 5.80
6178.65; 6.46
6334.45; 7.23
6479.50; 8.02
6627.86; 8.76
6794.99; 9.44
6997.95; 10.14
7289.02; 10.66
7661.26; 10.57
7961.87; 9.95
8144.18; 9.23
8236.89; 8.55
8349.54; 7.83
8463.74; 7.01
8579.49; 6.16
8696.83; 5.35
8936.34; 4.55
9286.98; 4.73
9521.16; 5.49
9805.55; 6.21
10167.25; 6.89
10590.14; 7.13
10899.40; 6.12
11055.62; 5.38
11206.82; 4.58
11334.40; 3.77
11437.51; 3.07
11665.40; 2.30
11819.20; 1.87
12125.47; 2.78
12246.86; 3.61
12428.82; 4.48
12810.57; 5.20
13155.12; 4.22
13280.80; 3.46
13401.62; 2.78
13554.19; 2.02
13801.91; 1.27
14375.98; 0.64
15075.96; 0.46
15456.12; 1.22
15924.99; 1.88
16044.41; 2.18
16422.95; 1.05
16557.35; 0.17
16647.56; -0.54
16806.61; -1.46
16875.24; -2.40
17019.94; -3.29
17113.78; -4.22
17191.44; -4.90
17261.64; -5.66
17409.66; -6.55
17545.32; -7.45
17656.90; -8.24
17865.99; -9.08
18275.09; -9.99
18790.53; -10.07
19208.37; -9.35
19471.07; -8.67
19782.10; -7.89
