20.39; 5.39
21.43; 5.33
22.53; 5.37
23.68; 5.50
24.89; 5.62
26.16; 5.75
27.49; 5.91
28.90; 6.12
30.37; 6.29
31.92; 6.44
33.55; 6.60
35.27; 6.73
37.07; 6.82
38.96; 6.89
40.95; 6.94
43.04; 6.96
45.24; 6.98
47.55; 7.00
49.98; 7.00
52.53; 6.96
55.22; 6.86
58.04; 6.77
61.00; 6.68
64.11; 6.57
67.39; 6.46
70.83; 6.36
74.45; 6.27
78.25; 6.18
82.25; 6.10
86.45; 6.01
90.86; 5.89
95.50; 5.72
100.38; 5.54
105.50; 5.31
110.89; 5.02
116.56; 4.69
122.51; 4.31
128.77; 3.85
135.34; 3.31
142.25; 2.72
149.18; 2.03
155.74; 1.36
161.85; 0.70
167.82; 0.02
173.62; -0.66
179.21; -1.31
184.98; -1.98
190.94; -2.64
197.08; -3.30
204.35; -3.97
213.82; -4.65
224.74; -5.16
236.22; -5.37
248.28; -5.33
260.96; -5.12
274.29; -4.75
288.30; -4.35
303.02; -3.97
318.50; -3.62
334.76; -3.31
351.86; -3.05
369.83; -2.83
388.71; -2.67
408.57; -2.54
429.43; -2.38
451.36; -2.17
474.41; -1.93
498.64; -1.64
524.11; -1.29
550.87; -0.90
579.01; -0.51
608.58; -0.11
639.66; 0.32
672.33; 0.75
706.66; 1.13
742.75; 1.49
780.68; 1.88
820.55; 2.33
862.46; 2.83
906.50; 3.36
952.80; 3.89
1001.46; 4.32
1052.60; 4.52
1106.36; 4.67
1162.86; 4.85
1222.25; 4.86
1284.67; 4.82
1350.28; 4.78
1419.24; 4.67
1491.72; 4.56
1567.90; 4.62
1644.25; 5.03
1708.77; 5.70
1763.80; 6.39
1820.60; 7.07
1883.49; 7.74
1966.28; 8.42
2066.70; 8.93
2172.25; 9.32
2283.18; 9.64
2399.78; 10.00
2516.64; 10.51
2627.26; 11.16
2736.54; 11.85
2856.82; 12.60
2995.93; 12.92
3113.49; 12.38
3192.00; 11.68
3265.10; 10.94
3339.86; 10.19
3424.08; 9.48
3534.35; 8.81
3664.73; 8.14
3817.16; 7.50
3975.94; 6.84
4094.70; 6.16
4188.46; 5.45
4274.68; 4.73
4362.68; 4.01
4503.18; 3.22
4711.77; 2.98
4885.58; 3.57
4986.16; 4.24
5101.98; 4.99
5181.81; 5.68
5252.68; 6.40
5327.96; 7.14
5409.58; 7.86
5508.45; 8.67
5621.84; 9.39
5776.67; 10.13
6016.95; 10.47
6238.91; 9.70
6367.34; 8.94
6498.41; 8.21
6707.69; 7.41
7018.40; 7.07
7326.90; 7.52
7580.00; 8.26
7859.62; 8.46
8070.85; 7.49
8168.02; 6.67
8231.14; 5.90
8292.24; 5.13
8351.27; 4.31
8431.07; 3.45
8507.77; 2.49
8599.06; 1.56
8781.75; 0.62
8995.05; 0.56
9167.76; 1.22
9293.14; 1.91
9420.25; 2.62
9549.09; 3.36
9679.69; 4.13
9812.08; 4.88
9946.28; 5.60
10105.16; 6.34
10243.37; 7.06
10454.24; 7.73
10839.88; 8.24
11239.75; 7.62
11342.00; 7.01
11497.13; 6.30
11628.01; 5.54
11733.80; 4.86
11840.54; 4.19
11975.34; 3.43
12327.46; 2.84
12904.33; 2.84
13229.74; 2.01
13410.69; 1.28
13594.10; 0.54
13780.03; -0.11
13968.50; -0.80
14159.55; -1.56
14442.85; -2.38
14842.30; -2.58
15262.91; -1.77
15856.68; -0.98
16478.89; -0.60
17055.85; -0.23
17320.47; -1.06
17438.51; -1.69
17549.41; -2.51
17637.04; -3.24
17717.08; -3.90
17770.65; -4.78
17895.62; -5.77
17959.40; -6.71
18049.07; -7.55
18109.11; -8.51
18213.27; -9.42
18295.93; -10.33
18567.77; -11.19
18859.50; -11.56
19617.29; -11.37
19810.70; -12.02
